holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,hour,day_of_week,is_weekend,hour_sin,hour_cos,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,temp_celsius,is_severe_weather,temp_scaled,rain_scaled,congestion_level,traffic_lag_1h,traffic_rolling_mean_3h
,287.16,0.0,0.0,1,Clear,sky is clear,2012-10-02 22:00:00,1529,22,1,0,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,14.010000000000048,0,0.46416862919643864,-0.12989926558338968,Low,2361.0,2894.6666666666665
,285.45,0.0,0.0,1,Clear,sky is clear,2012-10-02 23:00:00,963,23,1,0,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,12.300000000000011,0,0.32963090832185155,-0.12989926558338968,Low,1529.0,2224.6666666666665
,284.63,0.0,0.0,1,Clear,sky is clear,2012-10-03 00:00:00,506,0,2,0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,11.480000000000018,0,0.2651157439258526,-0.12989926558338968,Low,963.0,1617.6666666666667
,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-03 01:00:00,321,1,2,0,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,10.32000000000005,0,0.17385038941444123,-0.12989926558338968,Low,506.0,999.3333333333334
,281.18,0.0,0.0,1,Clear,sky is clear,2012-10-03 02:00:00,273,2,2,0,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,8.03000000000003,0,-0.006320008715851568,-0.12989926558338968,Low,321.0,596.6666666666666
,281.09,0.0,0.0,1,Clear,sky is clear,2012-10-03 03:00:00,367,3,2,0,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,7.939999999999998,0,-0.01340094139346377,-0.12989926558338968,Low,273.0,366.6666666666667
,279.53,0.0,0.0,1,Clear,sky is clear,2012-10-03 04:00:00,814,4,2,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,6.3799999999999955,0,-0.13613710780536536,-0.12989926558338968,Low,367.0,320.3333333333333
,278.62,0.0,0.0,1,Clear,sky is clear,2012-10-03 05:00:00,2718,5,2,0,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,5.470000000000027,0,-0.207733204878972,-0.12989926558338968,Medium,814.0,484.6666666666667
,278.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 06:00:00,5673,6,2,0,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,5.080000000000041,0,-0.23841724648194632,-0.12989926558338968,High,2718.0,1299.6666666666667
,278.12,0.0,0.0,1,Clear,sky is clear,2012-10-03 08:00:00,6511,8,2,0,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,4.970000000000027,0,-0.24707171975458145,-0.12989926558338968,High,5673.0,3068.3333333333335
,282.48,0.0,0.0,1,Clear,sky is clear,2012-10-03 09:00:00,5471,9,2,0,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,9.330000000000041,0,0.09596012996073384,-0.12989926558338968,High,6511.0,4967.333333333333
,291.97,0.0,0.0,1,Clear,sky is clear,2012-10-03 12:00:00,5097,12,2,0,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,18.82000000000005,0,0.8426051422998015,-0.12989926558338968,High,5471.0,5885.0
,293.23,0.0,0.0,1,Clear,sky is clear,2012-10-03 13:00:00,4887,13,2,0,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,20.08000000000004,0,0.9417381997863365,-0.12989926558338968,High,5097.0,5693.0
,294.31,0.0,0.0,1,Clear,sky is clear,2012-10-03 14:00:00,5337,14,2,0,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,21.160000000000025,0,1.0267093919176518,-0.12989926558338968,High,4887.0,5151.666666666667
,295.17,0.0,0.0,1,Clear,sky is clear,2012-10-03 15:00:00,5692,15,2,0,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,22.02000000000004,0,1.094371637503701,-0.12989926558338968,High,5337.0,5107.0
,295.13,0.0,0.0,1,Clear,sky is clear,2012-10-03 16:00:00,6137,16,2,0,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,21.980000000000018,0,1.0912245563136507,-0.12989926558338968,High,5692.0,5305.333333333333
,293.66,0.0,0.0,20,Clouds,few clouds,2012-10-03 18:00:00,4623,18,2,0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,20.510000000000048,0,0.9755693225793612,-0.12989926558338968,High,6137.0,5722.0
,290.65,0.0,0.0,20,Clouds,few clouds,2012-10-03 19:00:00,3591,19,2,0,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,17.5,0,0.7387514630281887,-0.12989926558338968,Medium,4623.0,5484.0
,288.19,0.0,0.0,20,Clouds,few clouds,2012-10-03 20:00:00,2898,20,2,0,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,15.04000000000002,0,0.5452059698401919,-0.12989926558338968,Medium,3591.0,4783.666666666667
,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637,21,2,0,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,13.950000000000045,0,0.4594480074113653,-0.12989926558338968,Medium,2898.0,3704.0
,286.25,0.0,0.0,1,Clear,sky is clear,2012-10-03 22:00:00,1777,22,2,0,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,13.100000000000023,0,0.3925725321228275,-0.12989926558338968,Low,2637.0,3042.0
,285.26,0.0,0.0,1,Clear,sky is clear,2012-10-03 23:00:00,1015,23,2,0,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,12.110000000000014,0,0.31468227266912013,-0.12989926558338968,Low,1777.0,2437.3333333333335
,284.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 00:00:00,598,0,3,0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,11.400000000000034,0,0.25882158154575635,-0.12989926558338968,Low,1015.0,1809.6666666666667
,283.47,0.0,0.0,1,Clear,sky is clear,2012-10-04 01:00:00,369,1,3,0,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,10.32000000000005,0,0.17385038941444123,-0.12989926558338968,Low,598.0,1130.0
,283.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 02:00:00,312,2,3,0,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,10.020000000000039,0,0.15024728048907468,-0.12989926558338968,Low,369.0,660.6666666666666
,282.04,0.0,0.0,1,Clear,sky is clear,2012-10-04 03:00:00,367,3,3,0,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,8.890000000000043,0,0.06134223687019772,-0.12989926558338968,Low,312.0,426.3333333333333
,281.69,0.0,0.0,1,Clear,sky is clear,2012-10-04 04:00:00,835,4,3,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,8.54000000000002,0,0.033805276457269336,-0.12989926558338968,Low,367.0,349.3333333333333
,281.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 05:00:00,2726,5,3,0,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,8.170000000000016,0,0.004694775449317999,-0.12989926558338968,Medium,835.0,504.6666666666667
,280.74,0.0,0.0,1,Clear,sky is clear,2012-10-04 06:00:00,5689,6,3,0,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,7.590000000000032,0,-0.040937901806387685,-0.12989926558338968,High,2726.0,1309.3333333333333
,280.57,0.0,0.0,1,Clear,sky is clear,2012-10-04 07:00:00,6990,7,3,0,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,7.420000000000016,0,-0.054312996864096144,-0.12989926558338968,High,5689.0,3083.3333333333335
,281.86,0.0,0.0,1,Clear,sky is clear,2012-10-04 08:00:00,5985,8,3,0,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,8.710000000000036,0,0.04718037151497779,-0.12989926558338968,High,6990.0,5135.0
,284.98,0.0,0.0,1,Clear,sky is clear,2012-10-04 09:00:00,5309,9,3,0,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,11.830000000000041,0,0.292652704338781,-0.12989926558338968,High,5985.0,6221.333333333333
,289.18,0.0,0.0,1,Clear,sky is clear,2012-10-04 10:00:00,4603,10,3,0,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,16.03000000000003,0,0.6230962292938993,-0.12989926558338968,High,5309.0,6094.666666666667
,291.55,0.0,0.0,1,Clear,sky is clear,2012-10-04 11:00:00,4884,11,3,0,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,18.400000000000034,0,0.8095607898042884,-0.12989926558338968,High,4603.0,5299.0
,294.97,0.0,0.0,1,Clear,sky is clear,2012-10-04 12:00:00,5104,12,3,0,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,21.82000000000005,0,1.0786362315534581,-0.12989926558338968,High,4884.0,4932.0
,296.38,0.0,0.0,1,Clear,sky is clear,2012-10-04 13:00:00,5178,13,3,0,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,23.230000000000018,0,1.1895708435026742,-0.12989926558338968,High,5104.0,4863.666666666667
,297.32,0.0,0.0,1,Clear,sky is clear,2012-10-04 14:00:00,5501,14,3,0,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,24.170000000000016,0,1.2635272514688196,-0.12989926558338968,High,5178.0,5055.333333333333
,298.17,0.0,0.0,1,Clear,sky is clear,2012-10-04 15:00:00,5713,15,3,0,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,25.02000000000004,0,1.3304027267573575,-0.12989926558338968,High,5501.0,5261.0
,298.06,0.0,0.0,20,Clouds,few clouds,2012-10-04 16:00:00,6292,16,3,0,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,24.910000000000025,0,1.3217482534847225,-0.12989926558338968,High,5713.0,5464.0
,297.67,0.0,0.0,20,Clouds,few clouds,2012-10-04 17:00:00,6057,17,3,0,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,24.52000000000004,0,1.2910642118817481,-0.12989926558338968,High,6292.0,5835.333333333333
,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 18:00:00,4907,18,3,0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,23.210000000000036,0,1.1879973029076512,-0.12989926558338968,High,6057.0,6020.666666666667
,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 19:00:00,3503,19,3,0,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,20.700000000000045,0,0.9905179582320927,-0.12989926558338968,Medium,4907.0,5752.0
,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-10-04 20:00:00,3037,20,3,0,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,19.28000000000003,0,0.8787965759853605,-0.12989926558338968,Medium,3503.0,4822.333333333333
,291.77,0.0,0.0,75,Clouds,broken clouds,2012-10-04 21:00:00,2822,21,3,0,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,18.620000000000005,0,0.8268697363495542,-0.12989926558338968,Medium,3037.0,3815.6666666666665
,291.36,0.0,0.0,75,Clouds,broken clouds,2012-10-04 22:00:00,1992,22,3,0,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False,18.210000000000036,0,0.794612154151557,-0.12989926558338968,Low,2822.0,3120.6666666666665
,291.12,0.0,0.0,75,Clouds,broken clouds,2012-10-04 23:00:00,1166,23,3,0,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False,17.970000000000027,0,0.7757296670112637,-0.12989926558338968,Low,1992.0,2617.0
,290.63,0.0,0.0,75,Clouds,broken clouds,2012-10-05 00:00:00,627,0,4,0,0.0,1.0,True,False,False,False,False,False,False,False,False,False,17.480000000000018,0,0.7371779224331657,-0.12989926558338968,Low,1166.0,1993.3333333333333
,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 01:00:00,388,1,4,0,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False,17.310000000000002,0,0.7238028273754573,-0.12989926558338968,Low,627.0,1261.6666666666667
,289.26,0.0,0.0,0,Clear,sky is clear,2012-10-05 03:00:00,368,3,4,0,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,16.110000000000014,0,0.6293903916739956,-0.12989926558338968,Low,388.0,727.0
,283.21,0.0,0.0,75,Clouds,broken clouds,2012-10-05 05:00:00,2489,5,4,0,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False,False,False,False,False,10.060000000000002,0,0.15339436167912057,-0.12989926558338968,Medium,368.0,461.0
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 06:00:00,5537,6,4,0,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,9.090000000000032,0,0.07707764282044059,-0.12989926558338968,High,2489.0,1081.6666666666667
,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 07:00:00,6628,7,4,0,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,8.54000000000002,0,0.033805276457269336,-0.12989926558338968,High,5537.0,2798.0
,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 08:00:00,5534,8,4,0,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,7.420000000000016,0,-0.054312996864096144,-0.12989926558338968,High,6628.0,4884.666666666667
,280.02,0.0,0.0,75,Clouds,broken clouds,2012-10-05 09:00:00,5403,9,4,0,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,6.8700000000000045,0,-0.09758536322726741,-0.12989926558338968,High,5534.0,5899.666666666667
,280.11,0.0,0.0,75,Clouds,broken clouds,2012-10-05 10:00:00,4770,10,4,0,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,6.960000000000036,0,-0.09050443054965521,-0.12989926558338968,High,5403.0,5855.0
,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 11:00:00,5217,11,4,0,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,6.850000000000023,0,-0.09915890382229035,-0.12989926558338968,High,4770.0,5235.666666666667
,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 12:00:00,5870,12,4,0,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,7.3799999999999955,0,-0.05746007805414651,-0.12989926558338968,High,5217.0,5130.0
,281.43,0.0,0.0,75,Clouds,broken clouds,2012-10-05 13:00:00,5967,13,4,0,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,8.28000000000003,0,0.013349248721953146,-0.12989926558338968,High,5870.0,5285.666666666667
,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 14:00:00,6108,14,4,0,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,8.629999999999995,0,0.04088620913487706,-0.12989926558338968,High,5967.0,5684.666666666667
,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 15:00:00,6128,15,4,0,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,8.760000000000048,0,0.05111422300253963,-0.12989926558338968,High,6108.0,5981.666666666667
,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 16:00:00,6069,16,4,0,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,8.580000000000041,0,0.036952357647319696,-0.12989926558338968,High,6128.0,6067.666666666667
,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 17:00:00,6169,17,4,0,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,8.270000000000039,0,0.012562478424441673,-0.12989926558338968,High,6069.0,6101.666666666667
,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 18:00:00,5384,18,4,0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,7.720000000000027,0,-0.030709887938729592,-0.12989926558338968,High,6169.0,6122.0
,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 19:00:00,4063,19,4,0,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,7.0,0,-0.08735734935960932,-0.12989926558338968,Medium,5384.0,5874.0
,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-05 20:00:00,3364,20,4,0,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,6.6299999999999955,0,-0.11646785036756065,-0.12989926558338968,Medium,4063.0,5205.333333333333
,279.65,0.0,0.0,75,Clouds,broken clouds,2012-10-05 21:00:00,2971,21,4,0,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,6.5,0,-0.12669586423521875,-0.12989926558338968,Medium,3364.0,4270.333333333333
,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 22:00:00,2450,22,4,0,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False,6.07000000000005,0,-0.16052698702823892,-0.12989926558338968,Medium,2971.0,3466.0
,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-10-05 23:00:00,1832,23,4,0,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False,5.910000000000025,0,-0.1731153117884359,-0.12989926558338968,Low,2450.0,2928.3333333333335
,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 00:00:00,1231,0,5,1,0.0,1.0,True,False,False,False,False,False,False,False,False,False,5.660000000000025,0,-0.19278456922624063,-0.12989926558338968,Low,1832.0,2417.6666666666665
,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,1,5,1,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False,5.400000000000034,0,-0.2132405969615568,-0.12989926558338968,Low,1231.0,1837.6666666666667
,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,2,5,1,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False,False,False,False,False,5.439999999999998,0,-0.21009351577151092,-0.12989926558338968,Low,718.0,1260.3333333333333
,276.99,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,4,5,1,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,3.840000000000032,0,-0.3359767633734584,-0.12989926558338968,Low,545.0,831.3333333333334
,276.35,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,5,5,1,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False,False,False,False,False,3.2000000000000455,0,-0.3863300624142374,-0.12989926558338968,Low,411.0,558.0
,275.4,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352,6,5,1,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,2.25,0,-0.4610732406778989,-0.12989926558338968,Low,688.0,548.0
,275.17,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,2072,7,5,1,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,2.0200000000000387,0,-0.4791689575206762,-0.12989926558338968,Low,1352.0,817.0
,274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,8,5,1,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,1.8400000000000318,0,-0.49333082287589614,-0.12989926558338968,Medium,2072.0,1370.6666666666667
,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,9,5,1,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,1.9399999999999977,0,-0.4854631199007769,-0.12989926558338968,Medium,3342.0,2255.3333333333335
,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,10,5,1,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,3.730000000000018,0,-0.3446312366460936,-0.12989926558338968,High,4258.0,3224.0
,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,11,5,1,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,4.890000000000043,0,-0.2533658821346777,-0.12989926558338968,High,4861.0,4153.666666666667
,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,12,5,1,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,5.930000000000007,0,-0.17154177119341296,-0.12989926558338968,High,5191.0,4770.0
,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,13,5,1,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,6.970000000000027,0,-0.08971766025214374,-0.12989926558338968,High,5669.0,5240.333333333333
,280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,14,5,1,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,7.100000000000023,0,-0.07948964638448565,-0.12989926558338968,High,5074.0,5311.333333333333
,280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,15,5,1,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,6.850000000000023,0,-0.09915890382229035,-0.12989926558338968,High,5025.0,5256.0
,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,16,5,1,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,5.910000000000025,0,-0.1731153117884359,-0.12989926558338968,High,5153.0,5084.0
,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,17,5,1,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,5.760000000000048,0,-0.18491686625111695,-0.12989926558338968,High,5024.0,5067.333333333333
,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,18,5,1,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,5.240000000000009,0,-0.22582892172175378,-0.12989926558338968,Medium,4779.0,4985.333333333333
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,19,5,1,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,5.010000000000048,0,-0.2439246385645311,-0.12989926558338968,Medium,4362.0,4721.666666666667
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,20,5,1,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,5.010000000000048,0,-0.2439246385645311,-0.12989926558338968,Medium,3860.0,4333.666666666667
,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,21,5,1,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,4.78000000000003,0,-0.26202035540731283,-0.12989926558338968,Medium,3160.0,3794.0
,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,22,5,1,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False,3.75,0,-0.3430576960510706,-0.12989926558338968,Medium,2992.0,3337.3333333333335
,276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,23,5,1,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False,3.1899999999999977,0,-0.38711683271175334,-0.12989926558338968,Low,3202.0,3118.0
,276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,0,6,1,0.0,1.0,True,False,False,False,False,False,False,False,False,False,2.9600000000000364,0,-0.4052125495545306,-0.12989926558338968,Low,1941.0,2711.6666666666665
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,3,6,1,0.7071067811865476,0.7071067811865476,True,False,False,False,False,False,False,False,False,False,2.580000000000041,0,-0.43510982085999345,-0.12989926558338968,Low,1233.0,2125.3333333333335
,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,4,6,1,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,2.5,0,-0.44140398324009417,-0.12989926558338968,Low,323.0,1165.6666666666667
